GENEID,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,gene
ENSG00000272148.1,42.01118159,0.073268258,0.051742322,1.416021824,0.156769115,0.339974468,RP11-195B17.1
ENSG00000138069.12,2278.759641,-0.046844227,0.033084742,-1.41588614,0.156808844,0.340041351,RAB1A
ENSG00000103064.9,429.4860021,0.036911997,0.026072073,1.415767628,0.156843551,0.340097336,SLC7A6
ENSG00000037757.9,264.8408078,-0.071641954,0.050612872,-1.415488815,0.156925226,0.340197314,MRI1
ENSG00000127463.9,2263.586627,0.031839732,0.022493602,1.415501669,0.156921459,0.340197314,EMC1
ENSG00000183150.3,181.3013155,0.064655608,0.04567517,1.415552648,0.156906524,0.340197314,GPR19
ENSG00000223187.1,8.414460772,-0.165639873,0.117014582,-1.415548984,0.156907597,0.340197314,Y_RNA
ENSG00000244694.3,340.4627566,0.07673458,0.054214431,1.415390292,0.156954094,0.34024062,PTCHD4
ENSG00000237638.1,10.58976686,0.172552283,0.121918222,1.415311675,0.156977133,0.340271283,AC007386.2
ENSG00000227757.1,7.096809895,-0.173314247,0.122460556,-1.415265889,0.156990552,0.340281091,AP000282.2
ENSG00000260727.1,62.78918229,-0.117241303,0.082847165,-1.415151653,0.157024036,0.340334388,SLC7A5P1
ENSG00000153015.11,587.5491089,-0.032043964,0.022644641,-1.415079353,0.157045231,0.340341764,CWC27
ENSG00000254571.1,2.21793214,0.2445884,0.172843351,1.415087127,0.157042952,0.340341764,RP11-60I3.4
ENSG00000259288.1,2.543087511,0.215564525,0.152338483,1.415036572,0.157057773,0.340349666,RP11-133K1.2
ENSG00000174844.10,43.39434004,-0.134733509,0.095221655,-1.414946088,0.157084304,0.340387878,DNAH12
ENSG00000261136.1,21.43753838,0.090777033,0.064161803,1.414814251,0.157122965,0.340452154,RP11-37C7.3
ENSG00000266527.1,10.49548548,0.140935295,0.099616104,1.414784249,0.157131764,0.340452154,RP11-138P22.1
ENSG00000202273.1,7.401508124,-0.131517204,0.092962251,-1.414737718,0.157145411,0.340462443,Y_RNA
ENSG00000000003.10,165.2960898,0.073680648,0.052085483,1.414610055,0.157182859,0.340465255,TSPAN6
ENSG00000187833.7,1.881687022,-0.33587644,0.237424638,-1.414665478,0.157166601,0.340465255,C2orf78
ENSG00000248228.1,29.90127692,0.110846465,0.078355225,1.414665894,0.157166479,0.340465255,SLIT2-IT1
ENSG00000256087.2,405.6031821,-0.036676543,0.025927224,-1.41459583,0.157187032,0.340465255,ZNF432
ENSG00000268554.1,1.043997763,-0.318572247,0.225205986,-1.414581611,0.157191204,0.340465255,RP11-353N4.7
ENSG00000258930.1,21.47288742,0.081803526,0.057834926,1.414431222,0.157235328,0.340541547,RP5-1163L11.2
ENSG00000186312.6,188.568912,-0.051551664,0.036449371,-1.414336175,0.15726322,0.340582675,CA5BP1
ENSG00000260366.1,6.793758816,0.184144053,0.13020582,1.414253629,0.157287447,0.340615862,CTD-2639E6.4
ENSG00000235284.1,5.484838687,0.155267822,0.109792741,1.41419023,0.157306056,0.340636879,SNORD62A
ENSG00000221486.1,2.147518374,-0.220620477,0.156016267,-1.414086372,0.157336544,0.340683617,AC000003.1
ENSG00000222431.1,5.430450451,0.1544772,0.109257463,1.413882362,0.157396446,0.340777632,RNU6-141P
ENSG00000248780.1,1.052771845,0.328181424,0.232114414,1.413877829,0.157397777,0.340777632,RP11-632F7.1
ENSG00000259694.1,1.762130541,-0.304363435,0.215280368,-1.41380024,0.157420563,0.340802415,RP13-262C2.3
ENSG00000269886.1,3.246084943,0.174747266,0.123603029,1.413778191,0.157427039,0.340802415,RP11-266J6.2
ENSG00000273320.1,1.71738348,-0.249404795,0.176421934,-1.413683599,0.157454823,0.340843277,RP11-22N19.2
ENSG00000243359.2,26.93782068,0.080574086,0.057001525,1.413542628,0.157496237,0.340913636,RN7SL815P
ENSG00000197020.6,45.3076799,-0.090284651,0.063879425,-1.413360407,0.157549781,0.341010243,ZNF100
ENSG00000135655.9,1601.556552,-0.040907095,0.028944753,-1.41328188,0.15757286,0.341011828,USP15
ENSG00000141971.8,103.3895932,-0.068980618,0.048809992,-1.413247869,0.157582856,0.341011828,MVB12A
ENSG00000144741.13,499.493105,-0.042791346,0.030279392,-1.413216834,0.157591978,0.341011828,SLC25A26
ENSG00000166748.8,29.25739648,0.131518706,0.093064054,1.413206286,0.157595079,0.341011828,AGBL1
ENSG00000198185.7,435.5133883,-0.054055582,0.038248608,-1.41326928,0.157576563,0.341011828,ZNF334
ENSG00000181315.6,72.16886576,-0.06428296,0.045489643,-1.413133956,0.157616341,0.341038547,ZNF322
ENSG00000132275.6,592.1381736,-0.028762816,0.020357163,-1.412908814,0.157682537,0.341162483,RRP8
ENSG00000187033.5,1.654898933,0.292550757,0.207102604,1.412588497,0.157776753,0.341327724,SAMD7
ENSG00000268141.1,5.956001348,0.145150787,0.10275348,1.412611883,0.157769873,0.341327724,AL606500.1
ENSG00000268869.1,17.33770022,-0.135381293,0.09584248,-1.412539546,0.157791155,0.341339579,ESPNP
ENSG00000133794.13,1138.968525,0.062723507,0.044407628,1.412448932,0.157817817,0.341343177,ARNTL
ENSG00000164346.5,670.8341295,0.073892376,0.0523153,1.41244293,0.157819584,0.341343177,NSA2
ENSG00000240509.1,4.222001629,-0.191285312,0.135426212,-1.412468892,0.157811944,0.341343177,RPL34P18
ENSG00000259577.1,53.35096906,-0.097797323,0.069245295,-1.412331654,0.15785233,0.341394703,RP11-430B1.2
ENSG00000252145.1,3.509588607,0.179114347,0.126839966,1.412128629,0.15791209,0.341504645,RNU6-1225P
ENSG00000058799.9,321.8729556,-0.046771105,0.033126484,-1.411894652,0.157980983,0.341561961,YIPF1
ENSG00000204711.4,5.73326787,0.215254224,0.152456918,1.411901974,0.157978826,0.341561961,C9orf135
ENSG00000238359.1,5.990019344,-0.217428009,0.153989671,-1.411964888,0.1579603,0.341561961,snoU13
ENSG00000240306.2,1.344143361,0.277344399,0.196435264,1.411887015,0.157983232,0.341561961,RN7SL100P
ENSG00000271420.1,3.875863462,0.196997845,0.139516813,1.412000747,0.157949741,0.341561961,RP5-1057J7.7
ENSG00000149212.6,6875.74426,0.057667914,0.040851948,1.411631919,0.158058369,0.341698191,SESN3
ENSG00000198001.9,196.1600768,0.07953495,0.056343333,1.411612449,0.158064105,0.341698191,IRAK4
ENSG00000229082.1,1.432077619,0.423614916,0.300102819,1.411565932,0.15807781,0.34170851,OR5AW1P
ENSG00000260212.1,1.528066613,0.295882561,0.209618867,1.411526383,0.158089462,0.341714391,RP11-325O24.5
ENSG00000226942.2,11.2879786,-0.132211483,0.093673978,-1.411400325,0.158126607,0.341775372,IL9RP3
ENSG00000136643.7,2155.438932,0.040615634,0.02877816,1.411335319,0.158145765,0.341797471,RPS6KC1
ENSG00000169692.8,113.8625255,0.079709522,0.056485835,1.411141777,0.158202814,0.341901455,AGPAT2
ENSG00000232994.1,15.4047879,-0.103542804,0.073380757,-1.411034826,0.158234345,0.341943175,RPL7P14
ENSG00000267812.1,1.467306808,0.313395149,0.222106072,1.411015671,0.158239993,0.341943175,FKSG68
ENSG00000248400.2,1.789865199,-0.263657694,0.186863439,-1.410964582,0.158255058,0.341956413,ST13P12
ENSG00000201579.1,2.81308629,0.1876846,0.133022666,1.410921958,0.158267627,0.341964259,RNU6-343P
ENSG00000218351.2,10.86853994,-0.142099782,0.100723487,-1.41079092,0.158306273,0.341998106,RPS3AP23
ENSG00000269729.1,42.90885322,-0.080662409,0.05717525,-1.410792418,0.158305831,0.341998106,AC006262.4
ENSG00000270814.1,227.1670029,0.094613738,0.067064941,1.410777914,0.158310109,0.341998106,TMEM261P1
ENSG00000252984.1,1.48679293,0.270085349,0.19146271,1.410642049,0.158350187,0.342065371,RNU6-844P
ENSG00000104723.16,1442.897022,-0.072962053,0.051727361,-1.410511787,0.158388618,0.342125761,TUSC3
ENSG00000207155.1,2.492909739,0.201982689,0.143203783,1.410456374,0.15840497,0.342125761,Y_RNA
ENSG00000226349.1,3.756977986,0.18374617,0.130272279,1.410477894,0.158398619,0.342125761,RP11-145A3.2
ENSG00000198931.6,209.05718,-0.077923555,0.055257567,-1.410187955,0.158484191,0.342277543,APRT
ENSG00000226958.1,9.124655905,0.504829447,0.358017456,1.410069366,0.158519202,0.342333831,CTD-2328D6.1
ENSG00000204947.4,158.6811595,-0.05588777,0.039636038,-1.410024144,0.158532554,0.342336995,ZNF425
ENSG00000205111.4,29.55304516,0.101228185,0.071794389,1.40997349,0.158547511,0.342336995,CDKL4
ENSG00000264424.1,8.621549613,-0.136788693,0.097014286,-1.409985057,0.158544095,0.342336995,MYH4
ENSG00000139180.6,647.5951352,-0.046924641,0.03328212,-1.409905388,0.158567621,0.342361097,NDUFA9
ENSG00000266547.1,1.679293476,-0.267399017,0.18967575,-1.409769132,0.158607864,0.342428659,AL161645.1
ENSG00000164631.14,910.2446878,-0.039817844,0.028245876,-1.409686998,0.158632126,0.342461714,ZNF12
ENSG00000174374.9,118.0964846,-0.058820879,0.041729255,-1.409583734,0.158662633,0.342508247,WBSCR16
ENSG00000095752.2,11.7117228,-0.116157478,0.08242172,-1.40930665,0.158744513,0.342650821,IL11
ENSG00000185917.9,516.8846763,-0.030025182,0.021305038,-1.409299622,0.15874659,0.342650821,SETD4
ENSG00000121931.11,303.137661,-0.072112891,0.051180932,-1.408979651,0.158841185,0.34283566,LRIF1
ENSG00000253668.1,1.554513271,0.26686933,0.189414477,1.408917286,0.158859628,0.342856123,RP11-463C14.1
ENSG00000242687.2,161.0600907,0.066570906,0.047251154,1.408873655,0.158872531,0.34286463,AC004893.11
ENSG00000184939.11,1336.151265,-0.02756359,0.019567202,-1.408662803,0.158934899,0.342971219,ZFP90
ENSG00000250206.1,25.06734244,0.101555302,0.072094264,1.408646067,0.15893985,0.342971219,RP11-436H11.2
ENSG00000257835.1,92.49381229,0.084515921,0.060000999,1.408575219,0.158960811,0.342997104,RP1-97G4.1
ENSG00000213979.3,7.858007569,0.157715528,0.111990824,1.408289731,0.159045295,0.343160047,RPL7AP14
ENSG00000078674.13,6378.11807,-0.036064948,0.025611262,-1.408167528,0.159081469,0.343199387,PCM1
ENSG00000264957.1,2.526936178,-0.20760462,0.147427882,-1.408177461,0.159078529,0.343199387,AL109805.1
ENSG00000057935.9,2192.883589,0.049677972,0.035282626,1.408000999,0.159130774,0.34324769,MTA3
ENSG00000155313.11,2013.044989,0.051630881,0.03666859,1.408041076,0.159118907,0.34324769,USP25
ENSG00000235197.1,17.81223311,0.132988341,0.094451004,1.408014053,0.159126909,0.34324769,ZNF33AP1
ENSG00000187994.9,106.5625094,0.071507195,0.050793053,1.407814463,0.159186016,0.343347491,RINL
ENSG00000063015.15,770.1614919,-0.082283131,0.058452849,-1.407683843,0.159224708,0.343411585,SEZ6
ENSG00000004478.5,2393.858235,0.083529193,0.05934901,1.407423515,0.159301842,0.343558579,FKBP4
ENSG00000200118.1,3.507290755,0.181695687,0.129102233,1.407378344,0.159315229,0.343568083,Y_RNA
ENSG00000218313.1,76.61250033,0.064652209,0.045940297,1.40730934,0.159335681,0.34359282,RP11-393I2.2
ENSG00000157119.11,6.040359388,-0.209739179,0.149044253,-1.407227547,0.159359926,0.3436098,KLHL40
ENSG00000261424.1,14.93099274,-0.160739006,0.114224327,-1.407222178,0.159361517,0.3436098,ATP5F1P7
ENSG00000198189.6,461.2384492,0.059954943,0.042607601,1.40714195,0.159385301,0.343641715,HSD17B11
ENSG00000201119.1,0.958113045,-0.306314558,0.217707277,-1.407001925,0.159426818,0.343711858,RNU1-33P
ENSG00000180537.8,469.552755,0.070962288,0.050436209,1.406971085,0.159435963,0.343712206,RNF182
ENSG00000159079.14,282.9469175,0.050637721,0.035993591,1.406853825,0.159470738,0.343767803,C21orf59
ENSG00000245205.3,44.95490168,0.061205753,0.043508487,1.406754352,0.159500243,0.3438056,EEF1A1P4
ENSG00000251501.1,1.092029164,0.305731403,0.217334178,1.406734119,0.159506244,0.3438056,RP11-466J24.1
ENSG00000261094.2,57.56975638,0.067573301,0.048038694,1.406643167,0.159533226,0.343844386,RP11-355O1.11
ENSG00000159131.12,640.9298953,-0.035064331,0.02492846,-1.406598335,0.159546527,0.343853683,GART
ENSG00000156970.8,23.03235236,0.110605291,0.078635135,1.406563258,0.159556935,0.343856743,BUB1B
ENSG00000133104.8,1948.078853,0.059165745,0.042065928,1.406500411,0.159575583,0.343877561,SPG20
ENSG00000078487.13,169.9251489,-0.07755414,0.055155901,-1.406089629,0.159697511,0.34404342,ZCWPW1
ENSG00000217455.4,3.228614923,0.203026146,0.144386676,1.406127986,0.159686123,0.34404342,AC091801.1
ENSG00000223487.1,32.24971586,0.089974237,0.063986371,1.406146884,0.159680513,0.34404342,FRMPD4-AS1
ENSG00000239263.1,11.67220696,-0.238558448,0.169649449,-1.406184626,0.159669308,0.34404342,RBM43P1
ENSG00000268111.1,2.538827282,0.199694896,0.142019919,1.406104844,0.159692994,0.34404342,AL031663.1
ENSG00000096092.5,765.7646292,-0.076840775,0.054654282,-1.405942452,0.159741214,0.344115685,TMEM14A
ENSG00000206816.1,6.247442469,0.14652272,0.104218681,1.405916085,0.159749044,0.344115685,Y_RNA
ENSG00000152253.4,10.61292869,0.139130627,0.098963156,1.40588309,0.159758844,0.344117419,SPC25
ENSG00000081277.7,38.22164291,0.140295907,0.099797137,1.405810937,0.159780273,0.344139777,PKP1
ENSG00000140009.14,59.85303775,0.073052818,0.051966878,1.40575729,0.159796209,0.344139777,ESR2
ENSG00000263634.1,10.96141505,0.237592609,0.169011461,1.405778086,0.159790031,0.344139777,MIR3919
ENSG00000235334.1,1.016071542,0.310386721,0.220808053,1.405685696,0.159817476,0.344166207,RP1-203C2.3
ENSG00000196187.7,2393.391582,-0.217027216,0.154401377,-1.405604144,0.159841705,0.344199009,TMEM63A
ENSG00000166337.5,372.8339811,-0.047049511,0.03347489,-1.405516543,0.159867734,0.344235683,TAF10
ENSG00000119636.11,116.567177,-0.063372932,0.045091524,-1.405428924,0.159893771,0.344272372,CCDC176
ENSG00000263566.1,6.448553492,0.159557068,0.113533865,1.405369826,0.159911335,0.344290813,AC096753.1
ENSG00000213424.4,270.8578242,-0.113463556,0.080743535,-1.405233933,0.159951727,0.344355213,KRT222
ENSG00000240385.1,2.063957314,0.21503676,0.153028351,1.405208635,0.159959247,0.344355213,RPS29P20
ENSG00000238021.2,9.344380209,-0.131790463,0.093791747,-1.405139227,0.159979881,0.344380255,ARMC4P1
ENSG00000101162.3,30.9083125,0.127631818,0.090835996,1.405079737,0.159997569,0.344398953,TUBB1
ENSG00000198646.9,1241.117386,0.05012891,0.035680209,1.404949988,0.16003615,0.344462621,NCOA6
ENSG00000163781.8,998.8672268,-0.041231905,0.029349637,-1.404852315,0.160065199,0.344467007,TOPBP1
ENSG00000166266.9,1859.493036,-0.052808944,0.037589661,-1.40487949,0.160057116,0.344467007,CUL5
ENSG00000264029.1,1.910789529,0.23597653,0.167971727,1.404858631,0.16006332,0.344467007,CTD-2008P7.5
ENSG00000125965.4,3.763287274,0.186227297,0.132572424,1.404721218,0.160104194,0.344531546,GDF5
ENSG00000248544.2,56.05339652,-0.076304559,0.054326242,-1.404561718,0.160151647,0.344603237,CTB-47B11.3
ENSG00000270632.1,8.255828319,-0.108321832,0.077122162,-1.404548692,0.160155523,0.344603237,RP11-340C20.3
ENSG00000148204.7,663.645895,-0.131024364,0.093290738,-1.404473449,0.160177913,0.344629526,CRB2
ENSG00000170619.8,184.6916684,-0.054450469,0.038770957,-1.404413843,0.160195651,0.344629526,COMMD5
ENSG00000223286.1,9.6138344,0.126313994,0.089941357,1.404403918,0.160198605,0.344629526,AL121952.1
ENSG00000257613.1,42.79782401,-0.110450316,0.078646663,-1.404386555,0.160203772,0.344629526,RP11-320P7.1
ENSG00000061936.5,1384.398189,-0.050096447,0.035675196,-1.404237443,0.160248156,0.344686242,SFSWAP
ENSG00000126218.7,33.72328909,-0.081577672,0.058093665,-1.40424384,0.160246251,0.344686242,F10
ENSG00000165516.6,1401.263245,0.050383756,0.035882981,1.404112883,0.160285238,0.344746622,KLHDC2
ENSG00000242703.1,1.715220701,-0.234933189,0.167323248,-1.404067826,0.160298653,0.344756095,CCT4P1
ENSG00000175073.7,2891.797327,-0.043889985,0.031260882,-1.403990607,0.160321647,0.344786165,VCPIP1
ENSG00000248634.1,0.941228931,0.324113454,0.230901069,1.403689707,0.160411269,0.344959515,CTC-573M9.1
ENSG00000146205.9,59.00929418,0.099322623,0.070761121,1.403632689,0.160428256,0.344974766,ANO7
ENSG00000238528.1,4.858511165,-0.178600812,0.12724432,-1.403605372,0.160436395,0.344974766,snoU13
ENSG00000237176.3,1.36794751,-0.262312101,0.186890065,-1.403563648,0.160448826,0.344982109,RP11-813P10.2
ENSG00000100416.8,596.9723057,0.039763756,0.028332325,1.403476636,0.160474754,0.345018468,TRMU
ENSG00000255101.1,6.09273393,-0.169866115,0.121034994,-1.403446298,0.160483795,0.345018516,RP11-412B14.1
ENSG00000106829.14,1389.713582,-0.081353503,0.05797095,-1.403349481,0.16051265,0.34506116,TLE4
ENSG00000245864.2,3.602622365,-0.181055283,0.129031125,-1.403190767,0.16055996,0.345143472,CTC-467M3.1
ENSG00000226210.3,103.5679225,-0.129867323,0.092561269,-1.403041728,0.160604396,0.345200202,ABC7-42389800N19.1
ENSG00000254184.3,93.65533017,0.058900319,0.041980115,1.403052847,0.160601081,0.345200202,TYW1B
ENSG00000074771.3,1.765988809,0.23943227,0.170662795,1.402955277,0.160630176,0.345213628,NOX3
ENSG00000174827.9,5.268811463,-0.137405534,0.097941831,-1.402930006,0.160637712,0.345213628,PDZK1
ENSG00000270876.1,13.15289792,-0.15162264,0.108073917,-1.402953126,0.160630817,0.345213628,CTC-523E23.8
ENSG00000187103.3,18.50921343,0.127275336,0.090730751,1.402780595,0.160682275,0.345267683,FUNDC2P3
ENSG00000235834.1,12.96351853,0.105376055,0.075120789,1.402754904,0.160689939,0.345267683,RP1-60N8.1
ENSG00000254180.1,21.19775104,-0.088395786,0.06301416,-1.402792411,0.160678751,0.345267683,AB015752.3
ENSG00000188493.10,54.76639055,-0.103931297,0.074100386,-1.402574294,0.160743822,0.345361123,C19orf54
ENSG00000253811.1,8.592530031,-0.152587998,0.108793374,-1.402548628,0.16075148,0.345361123,CTD-2363C16.1
ENSG00000271113.1,1.377134614,-0.235790753,0.168125781,-1.402466366,0.160776027,0.345394465,RP11-159H10.4
ENSG00000163961.4,918.3658271,-0.03350392,0.023891381,-1.402343368,0.160812736,0.345422636,RNF168
ENSG00000231439.3,14.96780429,-0.190239285,0.135662191,-1.402301427,0.160825255,0.345422636,WASIR2
ENSG00000235790.3,38.918752,0.088578693,0.063166519,1.402304496,0.160824339,0.345422636,RP11-73M7.6
ENSG00000263720.1,7.799867981,0.13532765,0.09650376,1.402304428,0.160824359,0.345422636,RP11-389J22.1
ENSG00000204520.8,22.78151287,-0.189504768,0.135144783,-1.402235171,0.160845032,0.345445722,MICA
ENSG00000169583.12,7.196641871,-0.134953693,0.096247029,-1.402159571,0.160867601,0.3454748,CLIC3
ENSG00000240777.2,15.72274014,-0.126126274,0.089955538,-1.402095719,0.160886665,0.345496347,RP11-58O15.1
ENSG00000223530.1,2.32812148,-0.19639582,0.140085826,-1.401967825,0.160924855,0.345539568,AC012506.1
ENSG00000232136.2,25.74913483,0.076530533,0.0545879,1.401968807,0.160924562,0.345539568,DUXAP7
ENSG00000120370.8,187.8440723,0.054944652,0.039194455,1.4018476,0.160960761,0.34559727,GORAB
ENSG00000248905.4,3438.165129,0.068304188,0.048726669,1.401782441,0.160980223,0.345600267,FMN1
ENSG00000260917.1,558.6745325,0.037947987,0.027071137,1.401787716,0.160978648,0.345600267,RP11-57H14.4
ENSG00000114439.14,2227.952041,-0.087103213,0.062146474,-1.40157933,0.161040903,0.345711138,BBX
ENSG00000230601.1,20.06226296,0.143903232,0.102687477,1.401370798,0.16110322,0.345825512,RP11-402G3.3
ENSG00000226263.1,2.770342397,-0.179962237,0.128427442,-1.401275569,0.161131684,0.345855798,ISM1-AS1
ENSG00000251451.1,17.06361409,0.11146102,0.079543249,1.401263108,0.161135409,0.345855798,GS1-124K5.6
ENSG00000170989.8,826.9226759,0.069316854,0.04947094,1.401163085,0.16116531,0.345900573,S1PR1
ENSG00000263727.1,14.84542407,-0.217343087,0.155121485,-1.401115304,0.161179596,0.345911828,RP11-806L2.5
ENSG00000204361.7,14.73277579,-0.100482505,0.071724292,-1.400954981,0.161227536,0.345995305,NXPE2
ENSG00000198315.6,1189.195752,0.045371132,0.032387612,1.400879193,0.161250202,0.346019137,ZKSCAN8
ENSG00000237663.2,11.64486179,0.101651776,0.072563973,1.400857368,0.161256729,0.346019137,DNAJC19P7
ENSG00000118777.6,737.6780209,-0.135492914,0.096734029,-1.400674768,0.161311351,0.346094941,ABCG2
ENSG00000222764.1,9.809209593,-0.127242258,0.090845243,-1.40064855,0.161319195,0.346094941,RN7SKP106
ENSG00000228126.1,30.46460173,-0.079391671,0.056679929,-1.400701664,0.161303305,0.346094941,LINC00568
ENSG00000137959.11,464.2688618,-0.197971434,0.141352555,-1.400550801,0.161348442,0.346099464,IFI44L
ENSG00000233286.1,2.687554959,0.201162335,0.143626186,1.400596508,0.161334766,0.346099464,MTND3P10
ENSG00000252880.1,2.025275806,0.217609829,0.15537363,1.400558318,0.161346193,0.346099464,RNU6-459P
ENSG00000251405.2,104.6863333,0.049576943,0.035399743,1.400488796,0.161366996,0.346119858,CTB-109A12.1
ENSG00000185947.10,317.3797274,-0.06081699,0.043427744,-1.4004179,0.161388213,0.34614596,ZNF267
ENSG00000206503.7,184.1701887,-0.502339865,0.358732926,-1.40031714,0.16141837,0.346163433,HLA-A
ENSG00000259315.1,23.28299713,-0.110320922,0.078783777,-1.400299992,0.161423503,0.346163433,RP11-752G15.9
ENSG00000261266.1,3.673839847,0.157709907,0.112624363,1.400317854,0.161418157,0.346163433,CTD-2196E14.5
ENSG00000137601.11,1217.559081,-0.051402667,0.036709482,-1.400255869,0.161436711,0.346172353,NEK1
ENSG00000188649.7,31.19843114,-0.107633705,0.076868931,-1.400223775,0.161446318,0.346173552,CC2D2B
ENSG00000152402.6,5705.684457,-0.089559994,0.063962659,-1.400191846,0.161455877,0.346174647,GUCY1A2
ENSG00000119559.11,341.5796948,-0.05342669,0.03816616,-1.399844519,0.161559883,0.346378233,C19orf25
ENSG00000118520.9,22.58081463,-0.114020205,0.08146101,-1.399690535,0.161606009,0.346450093,ARG1
ENSG00000262061.1,1.93903906,0.237584682,0.169743092,1.39967217,0.161611511,0.346450093,RP11-1260E13.4
ENSG00000168394.9,125.0605214,0.12439965,0.088882049,1.399603763,0.161632006,0.346474615,TAP1
ENSG00000253633.1,20.64274989,0.111040951,0.079341563,1.399530665,0.161653909,0.346502152,KB-1980E6.3
ENSG00000266413.2,45.23581254,0.10180687,0.072749997,1.399407198,0.16169091,0.346562046,RP11-88L24.4
ENSG00000227508.2,1.121799749,-0.27726074,0.198141368,-1.399307692,0.161720734,0.346606552,RP5-894D12.3
ENSG00000120071.8,764.3896842,0.110659153,0.079086235,1.3992214,0.161746601,0.346642573,KANSL1
ENSG00000245928.2,11.88187758,0.099131654,0.070853097,1.399115328,0.161778402,0.346685468,RP11-630D6.5
ENSG00000267510.1,23.24293435,-0.083643399,0.059783966,-1.399094192,0.161784739,0.346685468,CTC-325H20.4
ENSG00000258736.1,9.531034578,-0.156098561,0.111575724,-1.39903696,0.1618019,0.346702823,RP11-982M15.7
ENSG00000196961.8,2558.709722,-0.06713422,0.0479877,-1.398988084,0.161816556,0.346714809,AP2A1
ENSG00000236825.2,1.171026026,-0.321679107,0.229956912,-1.398866874,0.161852908,0.346773277,RP11-211N8.5
ENSG00000199415.1,1.821695125,-0.212777764,0.152115356,-1.398792137,0.161875325,0.346801885,RNA5SP370
ENSG00000124232.6,1.155609894,-0.281952513,0.201580504,-1.398709235,0.161900194,0.346817692,RBPJL
ENSG00000234948.1,1.560457213,-0.267063195,0.190935754,-1.398707103,0.161900833,0.346817692,RP4-723E3.1
ENSG00000153207.10,2381.632661,0.041759005,0.029856387,1.398662396,0.161914246,0.346827004,AHCTF1
ENSG00000058063.11,1518.71914,-0.050405302,0.036045011,-1.398398854,0.161993327,0.346976974,ATP11B
ENSG00000117597.13,733.1657589,0.037499847,0.026818404,1.39828776,0.162026672,0.347028967,DIEXF
ENSG00000229007.1,20.86833627,0.103730582,0.07419479,1.398084446,0.16208771,0.347140265,EXOSC3P1
ENSG00000263335.1,20.48852078,-0.22002451,0.157379521,-1.398050455,0.162097916,0.347142692,AF001548.5
ENSG00000232186.1,45.21623747,0.085742186,0.06134291,1.39775218,0.162187499,0.347298503,RP11-311P8.2
ENSG00000263405.1,1.596754093,0.256940413,0.183824593,1.397747757,0.162188827,0.347298503,PA2G4P3
ENSG00000172339.9,300.7551914,0.038429305,0.027494749,1.397696165,0.162204326,0.347312252,ALG14
ENSG00000011304.12,571.4310106,0.063193851,0.045220566,1.397458204,0.162275827,0.347387582,PTBP1
ENSG00000179774.7,32.27845842,0.117888408,0.084356794,1.397497494,0.16226402,0.347387582,ATOH7
ENSG00000184471.6,2.660949584,-0.235278421,0.168353484,-1.397526292,0.162255366,0.347387582,C1QTNF8
ENSG00000225867.1,4.738060181,-0.25000343,0.178897592,-1.397466717,0.162273269,0.347387582,RP5-1177I5.3
ENSG00000176761.6,17.40357154,0.10849977,0.077646292,1.397359325,0.162305544,0.347431758,ZNF285B
ENSG00000100347.10,640.5658058,-0.034185175,0.02447085,-1.396975364,0.16242098,0.347601066,SAMM50
ENSG00000119943.6,160.1500617,0.090906212,0.065071432,1.397021843,0.162407003,0.347601066,PYROXD2
ENSG00000122194.14,37.33381027,-0.12826039,0.091809288,-1.397030648,0.162404355,0.347601066,PLG
ENSG00000255146.1,2.677858799,-0.260591983,0.186537264,-1.396996917,0.162414498,0.347601066,RP11-659P15.1
ENSG00000214782.3,1.05481493,0.318796503,0.228252564,1.39668312,0.162508882,0.347769735,MS4A18
ENSG00000223523.1,3.822660913,0.226778434,0.162391378,1.396493065,0.162566068,0.347853198,AC079613.1
ENSG00000227805.1,5.79727021,-0.152002551,0.108845004,-1.39650462,0.16256259,0.347853198,RP11-248J23.5
ENSG00000143494.11,99.6479255,0.08657958,0.06200142,1.396412854,0.162590206,0.347885393,VASH2
ENSG00000167193.7,1545.742822,-0.0355814,0.02548256,-1.396303976,0.162622977,0.347936052,CRK
ENSG00000270426.1,40.28513093,0.069864791,0.050037688,1.396243382,0.162641217,0.347953787,RP11-326I11.5
ENSG00000272019.1,14.25400908,0.107077807,0.076691433,1.396216014,0.162649456,0.347953787,Metazoa_SRP
ENSG00000157933.9,1692.608074,-0.065978177,0.047256175,-1.39618108,0.162659973,0.34795683,SKI
ENSG00000254810.1,1.080937619,0.328440394,0.235267338,1.396030557,0.162705294,0.348034319,RP11-672A2.4
ENSG00000225921.2,190.9606721,-0.069581731,0.049846015,-1.395933665,0.162734472,0.348077271,NOL7
ENSG00000232526.1,9.56908479,0.153428956,0.10992223,1.395795518,0.162776081,0.34811934,AC025750.6
ENSG00000237840.2,17.11206804,-0.097148249,0.069601518,-1.395777737,0.162781437,0.34811934,FAM21FP
ENSG00000250418.1,8.939295104,0.171119131,0.122593719,1.395822981,0.162767808,0.34811934,RP11-503D12.1
ENSG00000136824.14,652.7813761,-0.061607412,0.04414201,-1.39566394,0.162815718,0.348173191,SMC2
ENSG00000165406.11,192.953123,-0.061824993,0.044301252,-1.395558614,0.162847453,0.34822159,8-Mar
ENSG00000238261.5,4.754054447,-0.193329712,0.138538964,-1.3954898,0.162868189,0.348246467,RP11-435B5.5
